orden_id,fecha_compra,cliente_id,region,canal,producto,cantidad,total_soles,prioridad_entrega
VEN-00174,2026-02-11 04:30:00,CLI-0021,Lima,web,Laptop,6,4249.41,media
VEN-00180,2026-02-11 08:08:00,CLI-0150,La Libertad,marketplace,Audifonos,1,2080.08,alta
VEN-00178,2026-02-14 05:09:00,CLI-0225,Lima,tienda,SSD,8,2489.78,alta
VEN-00195,2026-02-28 13:57:00,CLI-0080,Cusco,marketplace,Router,4,2583.76,media
VEN-00163,2026-03-05 18:14:00,CLI-0031,Piura,marketplace,Monitor,1,115.17,baja
VEN-00166,2026-03-06 00:52:00,CLI-0035,Lima,marketplace,Laptop,3,1085.43,baja
VEN-00197,2026-03-16 11:16:00,CLI-0062,Junin,web,Audifonos,1,5230.81,media
VEN-00194,2026-03-24 13:22:00,CLI-0255,Loreto,web,Laptop,3,5205.41,baja
VEN-00196,2026-04-01 10:57:00,CLI-0129,Arequipa,tienda,Teclado,3,1689.76,media
VEN-00176,2026-04-01 20:51:00,CLI-0156,Piura,tienda,Teclado,2,451.68,media
VEN-00170,2026-04-03 12:38:00,CLI-0291,Loreto,marketplace,Mouse,5,4246.48,media
VEN-00198,2026-04-05 07:21:00,CLI-0055,Junin,tienda,Impresora,6,576.91,media
VEN-00177,2026-04-16 10:59:00,CLI-0145,Cusco,app,Impresora,6,728.45,baja
VEN-00164,2026-04-20 14:32:00,CLI-0102,Lima,marketplace,Monitor,6,4126.58,media
VEN-00173,2026-04-27 02:50:00,CLI-0115,La Libertad,marketplace,Mouse,2,389.08,baja
VEN-00191,2026-04-30 19:59:00,CLI-0026,Cusco,tienda,Router,2,2259.49,media
VEN-00200,2026-05-02 07:24:00,CLI-0244,Lima,web,SSD,1,2699.56,baja
VEN-00179,2026-05-02 14:29:00,CLI-0208,Arequipa,app,Audifonos,7,5464.97,baja
VEN-00187,2026-05-02 16:27:00,CLI-0165,Arequipa,web,Teclado,4,991.83,alta
VEN-00184,2026-05-03 09:09:00,CLI-0260,La Libertad,tienda,Audifonos,2,3434.22,media
VEN-00182,2026-05-12 21:42:00,CLI-0322,La Libertad,tienda,Teclado,7,2855.58,media
VEN-00161,2026-05-14 03:12:00,CLI-0345,La Libertad,marketplace,Router,4,1566.9,media
VEN-00183,2026-05-24 00:36:00,CLI-0181,Junin,web,Laptop,2,4876.28,alta
VEN-00199,2026-06-02 03:25:00,CLI-0022,La Libertad,web,Impresora,1,4410.65,alta
VEN-00172,2026-06-03 18:50:00,CLI-0243,Junin,tienda,Impresora,3,2570.01,alta
VEN-00181,2026-06-04 12:01:00,CLI-0029,Lima,tienda,Teclado,6,3423.05,baja
VEN-00185,2026-06-04 14:30:00,CLI-0158,La Libertad,marketplace,Laptop,6,1980.2,alta
VEN-00175,2026-06-05 02:30:00,CLI-0075,Lima,web,Laptop,7,3192.38,media
VEN-00165,2026-06-05 20:23:00,CLI-0050,Junin,tienda,Laptop,5,64.93,media
VEN-00171,2026-06-08 12:19:00,CLI-0304,Junin,tienda,Monitor,1,2736.54,alta
VEN-00169,2026-06-12 01:51:00,CLI-0193,Arequipa,marketplace,Audifonos,7,2214.04,baja
VEN-00192,2026-06-18 00:36:00,CLI-0119,Piura,app,Teclado,6,4085.78,media
VEN-00167,2026-06-19 06:28:00,CLI-0070,Loreto,marketplace,Teclado,8,5348.57,baja
VEN-00892,2026-01-02 20:12:00,CLI-0212,Lima,app,Mouse,6,3809.25,baja
VEN-00912,2026-01-04 20:08:00,CLI-0256,Arequipa,marketplace,Monitor,3,1174.47,alta
VEN-00901,2026-01-11 16:09:00,CLI-0098,Lima,app,Router,8,296.59,media
VEN-00906,2026-01-21 21:10:00,CLI-0205,Cusco,app,Router,1,3061.88,media
VEN-00907,2026-01-28 20:12:00,CLI-0199,Lima,marketplace,Router,6,4291.01,alta
VEN-00910,2026-02-05 23:58:00,CLI-0013,La Libertad,web,Router,5,2378.93,alta
VEN-00881,2026-02-10 16:42:00,CLI-0274,Cusco,marketplace,SSD,1,43.48,alta
VEN-00920,2026-02-16 15:11:00,CLI-0044,La Libertad,web,Laptop,6,4048.29,baja
VEN-00915,2026-02-21 08:04:00,CLI-0006,La Libertad,web,Monitor,8,1820.34,alta
VEN-00897,2026-02-27 12:49:00,CLI-0338,Cusco,tienda,Router,1,57.88,baja
VEN-00890,2026-03-01 13:31:00,CLI-0028,Junin,app,Laptop,8,2036.36,media
VEN-00888,2026-03-02 22:20:00,CLI-0223,Arequipa,tienda,Router,4,2508.33,alta
VEN-00916,2026-03-05 09:26:00,CLI-0348,Cusco,app,Monitor,5,4462.13,alta
VEN-00883,2026-03-07 15:02:00,CLI-0243,Junin,app,Mouse,2,2459.35,media
VEN-00913,2026-03-18 00:12:00,CLI-0221,Lima,web,Monitor,3,1168.04,media
VEN-00918,2026-04-02 17:28:00,CLI-0130,Arequipa,tienda,Teclado,4,4801.58,alta
VEN-00900,2026-04-04 07:39:00,CLI-0146,Arequipa,marketplace,Laptop,1,1095.8,media
VEN-00894,2026-04-07 01:32:00,CLI-0345,Loreto,web,Monitor,8,1441.6,media
VEN-00903,2026-04-13 09:41:00,CLI-0132,Piura,app,Impresora,7,625.43,baja
VEN-00904,2026-04-13 11:17:00,CLI-0126,Cusco,tienda,Monitor,6,1990.84,alta
VEN-00905,2026-04-15 21:21:00,CLI-0141,Lima,tienda,Laptop,1,161.8,baja
VEN-00882,2026-04-30 07:05:00,CLI-0067,Arequipa,web,Mouse,6,1358.71,baja
VEN-00889,2026-05-06 23:37:00,CLI-0163,Arequipa,marketplace,Teclado,8,499.19,baja
VEN-00898,2026-05-15 07:55:00,CLI-0124,Cusco,web,Impresora,6,243.07,media
VEN-00891,2026-05-18 14:12:00,CLI-0157,La Libertad,web,Laptop,8,209.24,baja
VEN-00899,2026-05-19 18:14:00,CLI-0230,Piura,marketplace,Laptop,2,1852.75,baja
VEN-00908,2026-05-21 20:26:00,CLI-0052,La Libertad,app,SSD,3,4536.17,alta
VEN-00919,2026-05-24 16:17:00,CLI-0141,Cusco,web,Monitor,8,4131.42,baja
VEN-00895,2026-05-27 13:01:00,CLI-0325,Lima,marketplace,Mouse,1,2747.15,alta
VEN-00914,2026-06-13 06:18:00,CLI-0241,Cusco,marketplace,Laptop,1,490.12,baja
VEN-00902,2026-06-13 18:26:00,CLI-0224,Piura,marketplace,Laptop,7,3672.61,alta
VEN-00917,2026-06-13 19:31:00,CLI-0056,Piura,web,SSD,3,2663.93,alta
VEN-00887,2026-06-14 03:35:00,CLI-0161,Piura,web,Mouse,3,377.32,alta
VEN-00896,2026-06-15 08:13:00,CLI-0230,Lima,tienda,Impresora,8,3338.35,alta
VEN-00911,2026-06-20 20:29:00,CLI-0318,La Libertad,marketplace,Mouse,3,2782.26,media
VEN-00893,2026-06-21 05:53:00,CLI-0091,La Libertad,app,Laptop,3,1928.53,baja
VEN-00886,2026-06-21 12:37:00,CLI-0109,Junin,web,Router,5,2683.62,media
VEN-00884,2026-06-25 07:53:00,CLI-0071,Arequipa,app,Laptop,2,2069.81,alta
VEN-00909,2026-06-26 03:05:00,CLI-0208,Piura,tienda,Laptop,5,4379.42,alta
VEN-00885,2026-06-29 10:23:00,CLI-0154,Arequipa,marketplace,Mouse,8,2527.19,media
VEN-00126,2026-01-07 12:19:00,CLI-0292,Piura,web,Router,4,2433.67,alta
VEN-00159,2026-01-08 23:32:00,CLI-0117,Piura,marketplace,SSD,3,4167.73,alta
VEN-00147,2026-01-09 23:28:00,CLI-0305,Piura,app,Laptop,7,1544.38,alta
VEN-00135,2026-01-11 20:35:00,CLI-0029,Arequipa,marketplace,Monitor,6,1145.95,alta
VEN-00157,2026-01-22 05:06:00,CLI-0258,Loreto,app,Laptop,7,3012.53,alta
VEN-00129,2026-01-22 10:23:00,CLI-0321,Arequipa,app,Impresora,5,4641.99,media
VEN-00154,2026-01-25 02:38:00,CLI-0020,La Libertad,tienda,Router,1,3479.67,alta
VEN-00146,2026-01-25 05:00:00,CLI-0011,Lima,web,Laptop,4,1220.65,baja
VEN-00121,2026-01-27 15:58:00,CLI-0051,Junin,tienda,SSD,2,2577.27,alta
VEN-00134,2026-01-31 10:19:00,CLI-0178,La Libertad,app,Audifonos,2,1323.96,media
VEN-00133,2026-02-02 05:16:00,CLI-0216,La Libertad,marketplace,Teclado,7,969.66,alta
VEN-00131,2026-02-02 08:38:00,CLI-0004,Junin,tienda,Router,3,1760.6,alta
VEN-00149,2026-02-02 10:58:00,CLI-0022,Loreto,app,Mouse,4,432.4,media
VEN-00153,2026-02-05 10:00:00,CLI-0274,Junin,web,Monitor,3,2853.38,media
VEN-00151,2026-02-07 10:38:00,CLI-0046,Junin,tienda,Router,3,3233.53,alta
VEN-00145,2026-02-12 22:18:00,CLI-0223,Piura,app,Audifonos,8,3284.98,media
VEN-00143,2026-02-13 00:58:00,CLI-0201,La Libertad,marketplace,Teclado,7,124.47,alta
VEN-00158,2026-02-14 02:36:00,CLI-0111,Piura,marketplace,Monitor,3,4935.05,baja
VEN-00127,2026-02-19 20:38:00,CLI-0175,Piura,marketplace,Audifonos,3,1748.11,media
VEN-00148,2026-02-22 11:37:00,CLI-0189,Cusco,marketplace,SSD,1,1284.97,media
VEN-00132,2026-03-01 05:27:00,CLI-0247,Piura,web,Laptop,6,4025.82,alta
VEN-00141,2026-03-11 01:29:00,CLI-0045,Lima,marketplace,Teclado,2,158.58,baja
VEN-00125,2026-03-25 14:24:00,CLI-0255,Junin,web,Laptop,7,3597.7,alta
VEN-00130,2026-03-27 03:50:00,CLI-0070,Cusco,marketplace,Audifonos,2,2869.45,alta
VEN-00155,2026-04-06 02:21:00,CLI-0340,Junin,app,Router,4,4515.85,baja
VEN-00140,2026-04-12 19:30:00,CLI-0292,Lima,marketplace,SSD,1,4710.4,alta
VEN-00152,2026-04-17 22:07:00,CLI-0327,La Libertad,tienda,Router,8,2152.34,alta
VEN-00160,2026-04-18 07:42:00,CLI-0293,La Libertad,marketplace,Router,8,1329.02,media
VEN-00139,2026-04-20 00:01:00,CLI-0160,La Libertad,tienda,SSD,2,5414.82,baja
VEN-00138,2026-04-21 14:32:00,CLI-0323,Cusco,web,Teclado,7,4546.48,media
VEN-00137,2026-04-30 17:38:00,CLI-0246,La Libertad,tienda,Mouse,7,4660.01,media
VEN-00136,2026-05-03 20:41:00,CLI-0168,Cusco,app,Mouse,6,3780.73,baja
VEN-00123,2026-05-05 02:06:00,CLI-0331,Arequipa,app,Mouse,2,4728.84,baja
VEN-00142,2026-05-09 18:41:00,CLI-0275,Lima,web,SSD,1,3545.32,baja
VEN-00144,2026-05-14 05:12:00,CLI-0090,Junin,tienda,Monitor,3,3629.33,baja
VEN-00128,2026-05-19 23:54:00,CLI-0084,Cusco,web,Impresora,8,1194.56,media
VEN-00122,2026-06-08 14:15:00,CLI-0311,Lima,marketplace,Teclado,1,2890.54,baja
VEN-00150,2026-06-09 04:18:00,CLI-0219,Arequipa,web,SSD,2,3472.01,alta
VEN-00124,2026-06-15 13:56:00,CLI-0196,Cusco,tienda,Laptop,7,4587.85,baja
VEN-00156,2026-06-17 09:18:00,CLI-0061,Piura,marketplace,Impresora,8,1448.68,baja
VEN-00102,2026-01-04 11:50:00,CLI-0064,Junin,tienda,Monitor,3,2845.29,media
VEN-00120,2026-01-09 14:17:00,CLI-0014,Junin,web,Mouse,1,4513.01,alta
VEN-00084,2026-01-14 11:13:00,CLI-0167,Piura,web,Mouse,6,4450.7,media
VEN-00111,2026-01-16 05:54:00,CLI-0091,Cusco,tienda,SSD,4,2360.11,alta
VEN-00113,2026-01-17 18:15:00,CLI-0262,Loreto,app,SSD,5,5156.15,baja
VEN-00112,2026-01-20 12:50:00,CLI-0314,Cusco,app,Monitor,4,149.03,baja
VEN-00117,2026-01-20 15:23:00,CLI-0187,Lima,marketplace,Teclado,8,4810.89,media
VEN-00100,2026-01-22 09:06:00,CLI-0157,Cusco,web,Teclado,3,2833.28,media
VEN-00114,2026-01-27 13:39:00,CLI-0131,Piura,web,SSD,5,2104.82,baja
VEN-00109,2026-02-06 23:30:00,CLI-0007,Cusco,tienda,Teclado,2,1868.87,baja
VEN-00086,2026-02-08 15:41:00,CLI-0216,Lima,marketplace,Impresora,1,5280.19,media
VEN-00094,2026-02-12 04:07:00,CLI-0324,Loreto,tienda,Teclado,2,4539.41,media
VEN-00085,2026-02-13 22:36:00,CLI-0182,Lima,app,Monitor,5,2169.65,media
VEN-00118,2026-02-16 15:20:00,CLI-0336,Junin,web,Router,3,435.86,alta
VEN-00115,2026-02-17 22:29:00,CLI-0264,Arequipa,app,Router,3,2163.51,alta
VEN-00099,2026-03-02 21:51:00,CLI-0039,Piura,marketplace,Router,8,5333.17,alta
VEN-00089,2026-03-05 21:54:00,CLI-0174,Arequipa,app,Monitor,5,4355.89,media
VEN-00106,2026-03-06 10:11:00,CLI-0177,Cusco,app,Monitor,4,2971.48,alta
VEN-00093,2026-03-06 14:23:00,CLI-0204,Loreto,marketplace,Laptop,4,3609.03,alta
VEN-00116,2026-03-10 12:32:00,CLI-0227,Piura,marketplace,Router,2,4173.14,media
VEN-00105,2026-03-11 02:26:00,CLI-0105,Piura,web,SSD,7,2961.97,alta
VEN-00091,2026-03-15 12:42:00,CLI-0348,Arequipa,marketplace,SSD,7,1824.01,media
VEN-00119,2026-03-18 01:43:00,CLI-0151,Junin,tienda,Laptop,6,564.97,baja
VEN-00096,2026-03-24 06:58:00,CLI-0204,Junin,web,Router,4,1355.98,alta
VEN-00103,2026-04-02 07:29:00,CLI-0048,Loreto,web,Monitor,4,1953.61,baja
VEN-00107,2026-04-13 10:04:00,CLI-0040,Cusco,marketplace,Impresora,4,581.31,baja
VEN-00101,2026-04-15 03:27:00,CLI-0204,Junin,app,Audifonos,2,2857.03,alta
VEN-00098,2026-04-16 09:05:00,CLI-0109,Cusco,web,Audifonos,5,475.43,media
VEN-00104,2026-04-20 12:13:00,CLI-0305,Junin,web,Impresora,2,2993.54,baja
VEN-00081,2026-04-21 22:09:00,CLI-0126,La Libertad,marketplace,Monitor,6,746.32,media
VEN-00110,2026-04-24 07:36:00,CLI-0048,La Libertad,app,Impresora,1,2152.85,baja
VEN-00097,2026-04-25 13:02:00,CLI-0125,Lima,app,Monitor,3,894.41,alta
VEN-00087,2026-05-05 07:37:00,CLI-0062,La Libertad,marketplace,Router,6,2660.99,media
VEN-00088,2026-05-09 21:01:00,CLI-0304,La Libertad,web,Impresora,4,425.04,baja
VEN-00092,2026-05-12 18:14:00,CLI-0076,Lima,app,Mouse,5,1588.3,alta
VEN-00095,2026-05-24 11:11:00,CLI-0012,Junin,tienda,Monitor,1,1228.75,baja
VEN-00090,2026-06-07 08:47:00,CLI-0014,La Libertad,app,Router,4,1193.37,media
VEN-00083,2026-06-10 05:43:00,CLI-0071,La Libertad,tienda,Laptop,7,2433.32,alta
VEN-00108,2026-06-24 16:51:00,CLI-0339,Cusco,marketplace,Monitor,8,2038.79,media
VEN-00082,2026-06-24 22:03:00,CLI-0193,Cusco,tienda,Router,8,2504.8,media
